OOMP Summary file for Projects
OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;OOMP Parts List;
"PROJ";"ADAF";"3527";"STAN";"01";"PROJ-ADAF-3527-STAN-01";"PRPR3527";"Adafruit PiOLED 128x32 PCB";;;;"https://github.com/adafruit/Adafruit-PiOLED-128x32-PCB";"Adafruit-PiOLED-128x32-PCB";"/Adafruit 128x32 Pi OLED.brd";"/Adafruit 128x32 Pi OLED.sch";;;;;;;;;;;
"PROJ";"ADAF";"3531";"STAN";"01";"PROJ-ADAF-3531-STAN-01";"PRPR3531";"Adafruit 128x64 OLED Bonnet for Raspberry Pi PCB";;;;"https://github.com/adafruit/Adafruit-128x64-OLED-Bonnet-for-Raspberry-Pi-PCB";"Adafruit-128x64-OLED-Bonnet-for-Raspberry-Pi-PCB";"/Adafruit 128x64 OLED Bonnet.brd";"/Adafruit 128x64 OLED Bonnet.sch";;;;;;;;;;;
"PROJ";"ADAF";"3533";"STAN";"01";"PROJ-ADAF-3533-STAN-01";"PRPR3533";"Adafruit 0.96 160x80 TFT Display Breakout PCB";;;;"https://github.com/adafruit/Adafruit-0.96-160x80-TFT-Display-Breakout-PCB";"Adafruit-0.96-160x80-TFT-Display-Breakout-PCB";"/Adafruit 0.96in 160x80 TFT Display.brd";"/Adafruit 0.96in 160x80 TFT Display.sch";;;;;;;;;;;
"PROJ";"ADAF";"3538";"STAN";"01";"PROJ-ADAF-3538-STAN-01";"PRPR3538";"Adafruit AMG8833 Breakout PCB";;;;"https://github.com/adafruit/Adafruit-AMG8833-Breakout-PCB";"Adafruit-AMG8833-Breakout-PCB";"/Adafruit AMG8833 FeatherWing.brd";"/Adafruit AMG8833 FeatherWing.sch";;;;;;;;;;;
"PROJ";"ADAF";"3566";"STAN";"01";"PROJ-ADAF-3566-STAN-01";"PRPR3566";"Adafruit CCS811 Breakout PCB";;;;"https://github.com/adafruit/Adafruit-CCS811-Breakout-PCB";"Adafruit-CCS811-Breakout-PCB";"/Adafruit CCS811 STEMMA QT.brd";"/Adafruit CCS811 STEMMA QT.sch";;;;;;;;;;;
"PROJ";"ADAF";"3573";"STAN";"01";"PROJ-ADAF-3573-STAN-01";"PRPR3573";"Adafruit TPL5111 Reset Enable Timer PCB";;;;"https://github.com/adafruit/Adafruit-TPL5111-Reset-Enable-Timer-PCB";"Adafruit-TPL5111-Reset-Enable-Timer-PCB";"/Adafruit TPL5111 Reset Enable Timer.brd";"/Adafruit TPL5111 Reset Enable Timer.sch";;;;;;;;;;;
"PROJ";"ADAF";"3589";"STAN";"01";"PROJ-ADAF-3589-STAN-01";"PRPR3589";"Adafruit PiUART PCB";;;;"https://github.com/adafruit/Adafruit-PiUART-PCB";"Adafruit-PiUART-PCB";"/Adafruit PiUART USB C.brd";"/Adafruit PiUART USB C.sch";;;;;;;;;;;
"PROJ";"ADAF";"3595";"STAN";"01";"PROJ-ADAF-3595-STAN-01";"PRPR3595";"Adafruit APDS9960 Breakout PCB";;;;"https://github.com/adafruit/Adafruit-APDS9960-Breakout-PCB";"Adafruit-APDS9960-Breakout-PCB";"/Adafruit APDS9960 Proximity Sensor.brd";"/Adafruit APDS9960 Proximity Sensor.sch";;;;;;;;;;;
"PROJ";"ADAF";"3632";"STAN";"01";"PROJ-ADAF-3632-STAN-01";"PRPR3632";"Adafruit Joy Featherwing PCB";;;;"https://github.com/adafruit/Adafruit-Joy-Featherwing-PCB";"Adafruit-Joy-Featherwing-PCB";"/Joypad FeatherWing rev C.brd";"/Joypad FeatherWing rev C.sch";;;;;;;;;;;
"PROJ";"ADAF";"3651";"STAN";"01";"PROJ-ADAF-3651-STAN-01";"PRPR3651";"Adafruit 3.5in TFT Featherwing PCB";;;;"https://github.com/adafruit/Adafruit-3.5in-TFT-Featherwing-PCB";"Adafruit-3.5in-TFT-Featherwing-PCB";"/Adafruit 3.5in 480x320 FeatherWing.brd";"/Adafruit 3.5in 480x320 FeatherWing.sch";;;;;;;;;;;
"PROJ";"ADAF";"3654";"STAN";"01";"PROJ-ADAF-3654-STAN-01";"PRPR3654";"Adafruit WINC1500 Shield PCB";;;;"https://github.com/adafruit/Adafruit-WINC1500-Shield-PCB";"Adafruit-WINC1500-Shield-PCB";"/Adafruit Winc1500 Shield.brd";"/Adafruit Winc1500 Shield.sch";;;;;;;;;;;
"PROJ";"ADAF";"3657";"STAN";"01";"PROJ-ADAF-3657-STAN-01";"PRPR3657";"Adafruit SAMD09 Breakout PCB";;;;"https://github.com/adafruit/Adafruit-SAMD09-Breakout-PCB";"Adafruit-SAMD09-Breakout-PCB";"/ATSAMD09D14 Breakout rev B.brd";"/ATSAMD09D14 Breakout rev B.sch";;;;;;;;;;;
"PROJ";"ADAF";"3660";"STAN";"01";"PROJ-ADAF-3660-STAN-01";"PRPR3660";"Adafruit BME680 PCB";;;;"https://github.com/adafruit/Adafruit-BME680-PCB";"Adafruit-BME680-PCB";"/Adafruit BME680 Original.brd";"/Adafruit BME680 Original.sch";;;;;;;;;;;
"PROJ";"ADAF";"3661";"STAN";"01";"PROJ-ADAF-3661-STAN-01";"PRPR3661";"Adafruit AP3602A PCB";;;;"https://github.com/adafruit/Adafruit-AP3602A-PCB";"Adafruit-AP3602A-PCB";"/Adafruit AP6302.brd";"/Adafruit AP6302.sch";;;;;;;;;;;
"PROJ";"ADAF";"3671";"STAN";"01";"PROJ-ADAF-3671-STAN-01";"PRPR3671";"Adafruit CSI or DSI Cable Extender Thingy for Raspberry Pi";;;;"https://github.com/adafruit/Adafruit-CSI-or-DSI-Cable-Extender-Thingy-for-Raspberry-Pi";"Adafruit-CSI-or-DSI-Cable-Extender-Thingy-for-Raspberry-Pi";"/DSI CSI Extender.brd";"/DSI CSI Extender.sch";;;;;;;;;;;
"PROJ";"ADAF";"3677";"STAN";"01";"PROJ-ADAF-3677-STAN-01";"PRPR3677";"Adafruit ItsyBitsy 32u4 PCB";;;;"https://github.com/adafruit/Adafruit-ItsyBitsy-32u4-PCB";"Adafruit-ItsyBitsy-32u4-PCB";"/Itsy Bitsy 32u4 3V.brd";"/Itsy Bitsy 32u4 3V.sch";;;;;;;;;;;
"PROJ";"ADAF";"3678";"STAN";"01";"PROJ-ADAF-3678-STAN-01";"PRPR3678";"Adafruit UDA1334A I2S Stereo DAC PCB";;;;"https://github.com/adafruit/Adafruit-UDA1334A-I2S-Stereo-DAC-PCB";"Adafruit-UDA1334A-I2S-Stereo-DAC-PCB";"/Adafruit UDA1334 I2S DAC.brd";"/Adafruit UDA1334 I2S DAC.sch";;;;;;;;;;;
"PROJ";"ADAF";"3695";"STAN";"01";"PROJ-ADAF-3695-STAN-01";"PRPR3695";"Adafruit DragonTail for micro bit PCB";;;;"https://github.com/adafruit/Adafruit-DragonTail-for-micro-bit-PCB";"Adafruit-DragonTail-for-micro-bit-PCB";"/Adafruit DragonTail.brd";"/Adafruit DragonTail.sch";;;;;;;;;;;
"PROJ";"ADAF";"3709";"STAN";"01";"PROJ-ADAF-3709-STAN-01";"PRPR3709";"Adafruit SGP30 PCB";;;;"https://github.com/adafruit/Adafruit-SGP30-PCB";"Adafruit-SGP30-PCB";"/SGP30 Rev C.brd";"/SGP30 Rev C.sch";;;;;;;;;;;
"PROJ";"ADAF";"3727";"STAN";"01";"PROJ-ADAF-3727-STAN-01";"PRPR3727";"Adafruit ItsyBitsy M0 PCB";;;;"https://github.com/adafruit/Adafruit-ItsyBitsy-M0-PCB";"Adafruit-ItsyBitsy-M0-PCB";"/Adafruit ItsyBitsy M0.brd";"/Adafruit ItsyBitsy M0.sch";;;;;;;;;;;
"PROJ";"ADAF";"3779";"STAN";"01";"PROJ-ADAF-3779-STAN-01";"PRPR3779";"Adafruit AS7262 Breakout PCB";;;;"https://github.com/adafruit/Adafruit-AS7262-Breakout-PCB";"Adafruit-AS7262-Breakout-PCB";"/AS726x-Spectral_REV-D.brd";"/AS726x-Spectral_REV-D.sch";;;;;;;;;;;
"PROJ";"ADAF";"3787";"STAN";"01";"PROJ-ADAF-3787-STAN-01";"PRPR3787";"Adafruit 1.54 inch 240x240 TFT PCB";;;;"https://github.com/adafruit/Adafruit-1.54-inch-240x240-TFT-PCB";"Adafruit-1.54-inch-240x240-TFT-PCB";"/Adafruit 1.54inch 240x240 rev E.brd";"/Adafruit 1.54inch 240x240 rev E.sch";;;;;;;;;;;
"PROJ";"ADAF";"3800";"STAN";"01";"PROJ-ADAF-3800-STAN-01";"PRPR3800";"Adafruit ItsyBitsy M4 Express PCB";;;;"https://github.com/adafruit/Adafruit-ItsyBitsy-M4-Express-PCB";"Adafruit-ItsyBitsy-M4-Express-PCB";"/Adafruit ItsyBitsy M4.brd";"/Adafruit ItsyBitsy M4.sch";;;;;;;;;;;
"PROJ";"ADAF";"3857";"STAN";"01";"PROJ-ADAF-3857-STAN-01";"PRPR3857";"Adafruit Feather M4 Express PCB";;;;"https://github.com/adafruit/Adafruit-Feather-M4-Express-PCB";"Adafruit-Feather-M4-Express-PCB";"/Adafruit Feather M4 Express.brd";"/Adafruit Feather M4 Express.sch";;;;;;;;;;;
"PROJ";"ADAF";"3885";"STAN";"01";"PROJ-ADAF-3885-STAN-01";"PRPR3885";"Adafruit STEMMA Speaker PCB";;;;"https://github.com/adafruit/Adafruit-STEMMA-Speaker-PCB";"Adafruit-STEMMA-Speaker-PCB";"/Adafruit STEMMA Speaker.brd";"/Adafruit STEMMA Speaker.sch";;;;;;;;;;;
"PROJ";"ADAF";"3886";"STAN";"01";"PROJ-ADAF-3886-STAN-01";"PRPR3886";"Adafruit MPU6050 PCB";;;;"https://github.com/adafruit/Adafruit-MPU6050-PCB";"Adafruit-MPU6050-PCB";"/Adafruit MPU6050.brd";"/Adafruit MPU6050.sch";;;;;;;;;;;
"PROJ";"ADAF";"3900";"STAN";"01";"PROJ-ADAF-3900-STAN-01";"PRPR3900";"Adafruit Hallowing M0 PCB";;;;"https://github.com/adafruit/Adafruit-Hallowing-M0-PCB";"Adafruit-Hallowing-M0-PCB";"/Adafruit Hallowing M0 Express.brd";"/Adafruit Hallowing M0 Express.sch";;;;;;;;;;;
"PROJ";"ADAF";"3954";"STAN";"01";"PROJ-ADAF-3954-STAN-01";"PRPR3954";"Adafruit NeoTrellis 4x4 PCB";;;;"https://github.com/adafruit/Adafruit-NeoTrellis-4x4-PCB";"Adafruit-NeoTrellis-4x4-PCB";"/Adafruit NeoTrellis 4x4.brd";"/Adafruit NeoTrellis 4x4.sch";;;;;;;;;;;
"PROJ";"ADAF";"3964";"STAN";"01";"PROJ-ADAF-3964-STAN-01";"PRPR3964";"Adafruit VEML6075 UV Sensor PCB";;;;"https://github.com/adafruit/Adafruit-VEML6075-UV-Sensor-PCB";"Adafruit-VEML6075-UV-Sensor-PCB";"/Adafruit VEML6075.brd";"/Adafruit VEML6075.sch";;;;;;;;;;;
"PROJ";"ADAF";"3965";"STAN";"01";"PROJ-ADAF-3965-STAN-01";"PRPR3965";"Adafruit MPRLS Pressure Sensor Breakout PCB";;;;"https://github.com/adafruit/Adafruit-MPRLS-Pressure-Sensor-Breakout-PCB";"Adafruit-MPRLS-Pressure-Sensor-Breakout-PCB";"/Adafruit MPR pressure sensor.brd";"/Adafruit MPR pressure sensor.sch";;;;;;;;;;;
"PROJ";"ADAF";"3966";"STAN";"01";"PROJ-ADAF-3966-STAN-01";"PRPR3966";"Adafruit BMP3xx PCB";;;;"https://github.com/adafruit/Adafruit-BMP3xx-PCB";"Adafruit-BMP3xx-PCB";"/Adafruit BMP388 QT.brd";"/Adafruit BMP388 QT.sch";;;;;;;;;;;
"PROJ";"ADAF";"3967";"STAN";"01";"PROJ-ADAF-3967-STAN-01";"PRPR3967";"Adafruit VL53L1X PCB";;;;"https://github.com/adafruit/Adafruit-VL53L1X-PCB";"Adafruit-VL53L1X-PCB";"/Adafruit VL53L1X.brd";"/Adafruit VL53L1X.sch";;;;;;;;;;;
"PROJ";"ADAF";"3988";"STAN";"01";"PROJ-ADAF-3988-STAN-01";"PRPR3988";"Adafruit Prop Maker FeatherWing PCB";;;;"https://github.com/adafruit/Adafruit-Prop-Maker-FeatherWing-PCB";"Adafruit-Prop-Maker-FeatherWing-PCB";"/Adafruit Prop Maker FeatherWing.brd";"/Adafruit Prop Maker FeatherWing.sch";;;;;;;;;;;
"PROJ";"ADAF";"4000";"STAN";"01";"PROJ-ADAF-4000-STAN-01";"PRPR4000";"Adafruit Metro M4 Express AirLift PCB";;;;"https://github.com/adafruit/Adafruit-Metro-M4-Express-AirLift-PCB";"Adafruit-Metro-M4-Express-AirLift-PCB";"/Metro M4 Express AirLift.brd";"/Metro M4 Express AirLift.sch";;;;;;;;;;;
"PROJ";"ADAF";"4022";"STAN";"01";"PROJ-ADAF-4022-STAN-01";"PRPR4022";"Adafruit MLX90393 PCB";;;;"https://github.com/adafruit/Adafruit-MLX90393-PCB";"Adafruit-MLX90393-PCB";"/Adafruit MLX90393 QT.brd";"/Adafruit MLX90393 QT.sch";;;;;;;;;;;
"PROJ";"ADAF";"4026";"STAN";"01";"PROJ-ADAF-4026-STAN-01";"PRPR4026";"Adafruit STEMMA Soil Sensor PCB";;;;"https://github.com/adafruit/Adafruit-STEMMA-Soil-Sensor-PCB";"Adafruit-STEMMA-Soil-Sensor-PCB";"/Adafruit STEMMA Soil Sensor.brd";"/Adafruit STEMMA Soil Sensor.sch";;;;;;;;;;;
"PROJ";"ADAF";"4037";"STAN";"01";"PROJ-ADAF-4037-STAN-01";"PRPR4037";"Adafruit I2S Audio Bonnet for Raspberry Pi PCB";;;;"https://github.com/adafruit/Adafruit-I2S-Audio-Bonnet-for-Raspberry-Pi-PCB";"Adafruit-I2S-Audio-Bonnet-for-Raspberry-Pi-PCB";"/Adafruit I2S Audio UDA1334 Bonnet.brd";"/Adafruit I2S Audio UDA1334 Bonnet.sch";;;;;;;;;;;
"PROJ";"ADAF";"4064";"STAN";"01";"PROJ-ADAF-4064-STAN-01";"PRPR4064";"Adafruit Grand Central PCB";;;;"https://github.com/adafruit/Adafruit-Grand-Central-PCB";"Adafruit-Grand-Central-PCB";"/Adafruit Grand Central M4 Express rev B.brd";"/Adafruit Grand Central M4 Express rev B.sch";;;;;;;;;;;
"PROJ";"ADAF";"4074";"STAN";"01";"PROJ-ADAF-4074-STAN-01";"PRPR4074";"Adafruit Radio Bonnet PCB";;;;"https://github.com/adafruit/Adafruit-Radio-Bonnet-PCB";"Adafruit-Radio-Bonnet-PCB";"/Adafruit LoRa Radio Bonnet with OLED.brd";"/Adafruit LoRa Radio Bonnet with OLED.sch";;;;;;;;;;;
"PROJ";"ADAF";"4089";"STAN";"01";"PROJ-ADAF-4089-STAN-01";"PRPR4089";"Adafruit ADT7410 PCB";;;;"https://github.com/adafruit/Adafruit-ADT7410-PCB";"Adafruit-ADT7410-PCB";"/Adafruit ADT7410 I2C Temperature Sensor.brd";"/Adafruit ADT7410 I2C Temperature Sensor.sch";;;;;;;;;;;
"PROJ";"ADAF";"4090";"STAN";"01";"PROJ-ADAF-4090-STAN-01";"PRPR4090";"Adafruit USB C Downstream Breakout";;;;"https://github.com/adafruit/Adafruit-USB-C-Downstream-Breakout";"Adafruit-USB-C-Downstream-Breakout";"/Adafruit USB Type C Downstream Breakout rev B.brd";"/Adafruit USB Type C Downstream Breakout rev B.sch";;;;;;;;;;;
"PROJ";"ADAF";"4097";"STAN";"01";"PROJ-ADAF-4097-STAN-01";"PRPR4097";"Adafruit ADXL343 PCB";;;;"https://github.com/adafruit/Adafruit_ADXL343_PCB";"Adafruit_ADXL343_PCB";"/Adafruit ADXL343 STEMMA QT.brd";"/Adafruit ADXL343 STEMMA QT.sch";;;;;;;;;;;
"PROJ";"ADAF";"4132";"STAN";"01";"PROJ-ADAF-4132-STAN-01";"PRPR4132";"Adafruit GPIO Expander Bonnet PCBs";;;;"https://github.com/adafruit/Adafruit-GPIO-Expander-Bonnet-PCBs";"Adafruit-GPIO-Expander-Bonnet-PCBs";"/Adafruit GPIO Expander Bonnet.brd";"/Adafruit GPIO Expander Bonnet.sch";;;;;;;;;;;
"PROJ";"ADAF";"4161";"STAN";"01";"PROJ-ADAF-4161-STAN-01";"PRPR4161";"Adafruit VCNL4040 PCB";;;;"https://github.com/adafruit/Adafruit-VCNL4040-PCB";"Adafruit-VCNL4040-PCB";"/Adafruit VCNL4040.brd";"/Adafruit VCNL4040.sch";;;;;;;;;;;
"PROJ";"ADAF";"4172";"STAN";"01";"PROJ-ADAF-4172-STAN-01";"PRPR4172";"Adafruit ESP32 HUZZAH Breakout PCB";;;;"https://github.com/adafruit/Adafruit-ESP32-HUZZAH-Breakout-PCB";"Adafruit-ESP32-HUZZAH-Breakout-PCB";"/Adafruit ESP32 Huzzah Breakout.brd";"/Adafruit ESP32 Huzzah Breakout.sch";;;;;;;;;;;
"PROJ";"ADAF";"4201";"STAN";"01";"PROJ-ADAF-4201-STAN-01";"PRPR4201";"Adafruit AirLift Breakout PCB";;;;"https://github.com/adafruit/Adafruit-AirLift-Breakout-PCB";"Adafruit-AirLift-Breakout-PCB";"/Adafruit AirLift Breakout.brd";"/Adafruit AirLift Breakout.sch";;;;;;;;;;;
"PROJ";"ADAF";"4226";"STAN";"01";"PROJ-ADAF-4226-STAN-01";"PRPR4226";"Adafruit INA260 PCB";;;;"https://github.com/adafruit/Adafruit-INA260-PCB";"Adafruit-INA260-PCB";"/Adafruit INA260.brd";"/Adafruit INA260.sch";;;;;;;;;;;
"PROJ";"ADAF";"4279";"STAN";"01";"PROJ-ADAF-4279-STAN-01";"PRPR4279";"Adafruit Ultimate GPS";;;;"https://github.com/adafruit/Adafruit-Ultimate-GPS";"Adafruit-Ultimate-GPS";"/Adafruit Ultimate GPS Featherwing.brd";"/Adafruit Ultimate GPS Featherwing.sch";;;;;;;;;;;
"PROJ";"ADAF";"4282";"STAN";"01";"PROJ-ADAF-4282-STAN-01";"PRPR4282";"Adafruit PiRTC DS3231 PCB";;;;"https://github.com/adafruit/Adafruit-PiRTC-DS3231-PCB";"Adafruit-PiRTC-DS3231-PCB";"/Adafruit DS3231 PiRTC.brd";"/Adafruit DS3231 PiRTC.sch";;;;;;;;;;;
"PROJ";"ADAF";"4286";"STAN";"01";"PROJ-ADAF-4286-STAN-01";"PRPR4286";"Adafruit DS3502 PCB";;;;"https://github.com/adafruit/Adafruit-DS3502-PCB";"Adafruit-DS3502-PCB";"/Adafruit DS3502.brd";"/Adafruit DS3502.sch";;;;;;;;;;;
"PROJ";"ADAF";"4300";"STAN";"01";"PROJ-ADAF-4300-STAN-01";"PRPR4300";"Adafruit Hallowing M4 PCB";;;;"https://github.com/adafruit/Adafruit-Hallowing-M4-PCB";"Adafruit-Hallowing-M4-PCB";"/Adafruit Hallowing M4.brd";"/Adafruit Hallowing M4.sch";;;;;;;;;;;
"PROJ";"ADAF";"4311";"STAN";"01";"PROJ-ADAF-4311-STAN-01";"PRPR4311";"Adafruit 2.0 inch 240x320 TFT PCB";;;;"https://github.com/adafruit/Adafruit-2.0-inch-240x320-TFT-PCB";"Adafruit-2.0-inch-240x320-TFT-PCB";"/Adafruit 2.0 inch 240x320 IPS TFT.brd";"/Adafruit 2.0 inch 240x320 IPS TFT.sch";;;;;;;;;;;
"PROJ";"ADAF";"4313";"STAN";"01";"PROJ-ADAF-4313-STAN-01";"PRPR4313";"Adafruit 1.3 inch 240x240 TFT PCB";;;;"https://github.com/adafruit/Adafruit-1.3-inch-240x240-TFT-PCB";"Adafruit-1.3-inch-240x240-TFT-PCB";"/Adafruit 1.3in 240x240 IPS TFT.brd";"/Adafruit 1.3in 240x240 IPS TFT.sch";;;;;;;;;;;
"PROJ";"ADAF";"4314";"STAN";"01";"PROJ-ADAF-4314-STAN-01";"PRPR4314";"Adafruit ATECC608 PCB";;;;"https://github.com/adafruit/Adafruit-ATECC608-PCB";"Adafruit-ATECC608-PCB";"/Adafruit ATECC608.brd";"/Adafruit ATECC608.sch";;;;;;;;;;;
"PROJ";"ADAF";"4319";"STAN";"01";"PROJ-ADAF-4319-STAN-01";"PRPR4319";"Adafruit PyRuler PCB";;;;"https://github.com/adafruit/Adafruit-PyRuler-PCB";"Adafruit-PyRuler-PCB";"/Adafruit_PyRuler.brd";"/Adafruit_PyRuler.sch";;;;;;;;;;;
"PROJ";"ADAF";"4333";"STAN";"01";"PROJ-ADAF-4333-STAN-01";"PRPR4333";"Adafruit Circuit Playground Bluefruit PCB";;;;"https://github.com/adafruit/Adafruit-Circuit-Playground-Bluefruit-PCB";"Adafruit-Circuit-Playground-Bluefruit-PCB";"/Adafruit Circuit Playground Bluefruit.brd";"/Adafruit Circuit Playground Bluefruit.sch";;;;;;;;;;;
"PROJ";"ADAF";"4343";"STAN";"01";"PROJ-ADAF-4343-STAN-01";"PRPR4343";"Adafruit MONSTER M4SK PCB";;;;"https://github.com/adafruit/Adafruit-MONSTER-M4SK-PCB";"Adafruit-MONSTER-M4SK-PCB";"/Adafruit MONSTER M4SK.brd";"/Adafruit MONSTER M4SK.sch";;;;;;;;;;;
"PROJ";"ADAF";"4344";"STAN";"01";"PROJ-ADAF-4344-STAN-01";"PRPR4344";"Adafruit MSA301 PCB";;;;"https://github.com/adafruit/Adafruit-MSA301-PCB";"Adafruit-MSA301-PCB";"/Adafruit MSA301.brd";"/Adafruit MSA301.sch";;;;;;;;;;;
"PROJ";"ADAF";"4351";"STAN";"01";"PROJ-ADAF-4351-STAN-01";"PRPR4351";"Adafruit Infineon Trust M PCB";;;;"https://github.com/adafruit/Adafruit-Infineon-Trust-M-PCB";"Adafruit-Infineon-Trust-M-PCB";"/Adafruit Infineon Trust M.brd";"/Adafruit Infineon Trust M.sch";;;;;;;;;;;
"PROJ";"ADAF";"4363";"STAN";"01";"PROJ-ADAF-4363-STAN-01";"PRPR4363";"Adafruit Airlift Bitsy Add On PCB";;;;"https://github.com/adafruit/Adafruit-Airlift-Bitsy-Add-On-PCB";"Adafruit-Airlift-Bitsy-Add-On-PCB";"/Adafruit Airlift Bitsy Add-On.brd";"/Adafruit Airlift Bitsy Add-On.sch";;;;;;;;;;;
"PROJ";"ADAF";"4366";"STAN";"01";"PROJ-ADAF-4366-STAN-01";"PRPR4366";"Adafruit TLV493D PCB";;;;"https://github.com/adafruit/Adafruit-TLV493D-PCB";"Adafruit-TLV493D-PCB";"/Adafruit_TLV493D.brd";"/Adafruit_TLV493D.sch";;;;;;;;;;;
"PROJ";"ADAF";"4367";"STAN";"01";"PROJ-ADAF-4367-STAN-01";"PRPR4367";"Adafruit TFT Gizmo PCB";;;;"https://github.com/adafruit/Adafruit-TFT-Gizmo-PCB";"Adafruit-TFT-Gizmo-PCB";"/Adafruit Circuit Playground TFT Gizmo.brd";"/Adafruit Circuit Playground TFT Gizmo.sch";;;;;;;;;;;
"PROJ";"ADAF";"4369";"STAN";"01";"PROJ-ADAF-4369-STAN-01";"PRPR4369";"Adafruit PCT2075 PCB";;;;"https://github.com/adafruit/Adafruit-PCT2075-PCB";"Adafruit-PCT2075-PCB";"/Adafruit_PCT2075.brd";"/Adafruit_PCT2075.sch";;;;;;;;;;;
"PROJ";"ADAF";"4382";"STAN";"01";"PROJ-ADAF-4382-STAN-01";"PRPR4382";"Adafruit Feather STM32F405 Express PCB";;;;"https://github.com/adafruit/Adafruit-Feather-STM32F405-Express-PCB";"Adafruit-Feather-STM32F405-Express-PCB";"/Adafruit Feather STM32F405 Express.brd";"/Adafruit Feather STM32F405 Express.sch";;;;;;;;;;;
"PROJ";"ADAF";"4383";"STAN";"01";"PROJ-ADAF-4383-STAN-01";"PRPR4383";"Adafruit 1.14 inch 240x135 TFT PCB";;;;"https://github.com/adafruit/Adafruit-1.14-inch-240x135-TFT-PCB";"Adafruit-1.14-inch-240x135-TFT-PCB";"/Adafruit 1.14-inch 240x135 Color TFT.brd";"/Adafruit 1.14-inch 240x135 Color TFT.sch";;;;;;;;;;;
"PROJ";"ADAF";"4393";"STAN";"01";"PROJ-ADAF-4393-STAN-01";"PRPR4393";"Adafruit Mini PiTFT 240x135 TFT PCB";;;;"https://github.com/adafruit/Adafruit-Mini-PiTFT-240x135-TFT-PCB";"Adafruit-Mini-PiTFT-240x135-TFT-PCB";"/Adafruit Mini PiTFT - 135x240 Color TFT.brd";"/Adafruit Mini PiTFT - 135x240 Color TFT.sch";;;;;;;;;;;
"PROJ";"ADAF";"4407";"STAN";"01";"PROJ-ADAF-4407-STAN-01";"PRPR4407";"Adafruit MLX90640 PCB";;;;"https://github.com/adafruit/Adafruit-MLX90640-PCB";"Adafruit-MLX90640-PCB";"/Adafruit MLX90640 IR Thermal Camera.brd";"/Adafruit MLX90640 IR Thermal Camera.sch";;;;;;;;;;;
"PROJ";"ADAF";"4409";"STAN";"01";"PROJ-ADAF-4409-STAN-01";"PRPR4409";"Adafruit STEMMA Non Latching Mini Relay PCB";;;;"https://github.com/adafruit/Adafruit-STEMMA-Non-Latching-Mini-Relay-PCB";"Adafruit-STEMMA-Non-Latching-Mini-Relay-PCB";"/Adafruit Non-Latching Relay Breakout.brd";"/Adafruit Non-Latching Relay Breakout.sch";;;;;;;;;;;
"PROJ";"ADAF";"4413";"STAN";"01";"PROJ-ADAF-4413-STAN-01";"PRPR4413";"Adafruit LSM303AGR PCB";;;;"https://github.com/adafruit/Adafruit-LSM303AGR-PCB";"Adafruit-LSM303AGR-PCB";"/Adafruit_LSM303AGR.brd";"/Adafruit_LSM303AGR.sch";;;;;;;;;;;
"PROJ";"ADAF";"4415";"STAN";"01";"PROJ-ADAF-4415-STAN-01";"PRPR4415";"Adafruit PA1010D Mini GPS PCB";;;;"https://github.com/adafruit/Adafruit-PA1010D-Mini-GPS-PCB";"Adafruit-PA1010D-Mini-GPS-PCB";"/Adafruit PA1010D Mini GPS.brd";"/Adafruit PA1010D Mini GPS.sch";;;;;;;;;;;
"PROJ";"ADAF";"4428";"STAN";"01";"PROJ-ADAF-4428-STAN-01";"PRPR4428";"Adafruit Circuit Playground Tri Color E Ink Gizmo PCB";;;;"https://github.com/adafruit/Adafruit-Circuit-Playground-Tri-Color-E-Ink-Gizmo-PCB";"Adafruit-Circuit-Playground-Tri-Color-E-Ink-Gizmo-PCB";"/Circuit Playground Tri-color E-Ink Gizmo.brd";"/Circuit Playground Tri-color E-Ink Gizmo.sch";;;;;;;;;;;
"PROJ";"ADAF";"4438";"STAN";"01";"PROJ-ADAF-4438-STAN-01";"PRPR4438";"Adafruit LSM6DSOX PCB";;;;"https://github.com/adafruit/Adafruit-LSM6DSOX-PCB";"Adafruit-LSM6DSOX-PCB";"/Adafruit_LSM6DSOX.brd";"/Adafruit_LSM6DSOX.sch";;;;;;;;;;;
"PROJ";"ADAF";"4464";"STAN";"01";"PROJ-ADAF-4464-STAN-01";"PRPR4464";"Adafruit ICM20649 PCB";;;;"https://github.com/adafruit/Adafruit-ICM20649-PCB";"Adafruit-ICM20649-PCB";"/Adaruit ICM20649.brd";"/Adaruit ICM20649.sch";;;;;;;;;;;
"PROJ";"ADAF";"4470";"STAN";"01";"PROJ-ADAF-4470-STAN-01";"PRPR4470";"Adafruit MCP4728 PCB";;;;"https://github.com/adafruit/Adafruit-MCP4728-PCB";"Adafruit-MCP4728-PCB";"/Adafruit MCP4728.brd";"/Adafruit MCP4728.sch";;;;;;;;;;;
